sentence_id	sentence	sentence_domain	source
01573fd87fab83c043bd619db3795d6b65c3bced475731456d113feb988afa40	Միութիւնը՝ ոյժ է:		https://slife.org/armenian-proverbs/
019994777451280d66066632034a17eaf969bead8d2dd1e964f2b194cf3f059e	Տռեմ ես, բամփեմ քեզ:		https://slife.org/armenian-proverbs/
0aaac9147b07b8d02616b497fde362631d1082d578788a3b97be08bd8fe26b19	Երբ որ կացինը եկաւ անտառ, ծառերը ասացին… «Կոտը մերոնցից է:»		https://slife.org/armenian-proverbs/
0d24bc226346aaa5a173b3a181d8f97fa4c7d087243bf7dad42425e33645227d	Թերևս սա է պատճառը, որ որոշ հետազոտողներ նկատում են կենտրոնական պատկերի:		https://grqamol.am/article/hamlet-muradyan-balzaki-eresnamya-kiny-verlutsutyun/
0e39f27e9c0c226826b9c875e1ac2a4ae1509de817fe41f9f887cc5e37d30fad	Ճանապարհի փակման պատճառով տարածաշրջանում անհնարին է դարձել առաջին անհրաժեշտության ապրանքների և ծառայությունների հասանելիությունը։		https://dra.am/hy/news/%D5%B0%D5%A1%D5%B4%D5%A1%D5%BF%D5%A5%D5%B2-%D5%B0%D5%A1%D5%B5%D5%BF%D5%A1%D6%80%D5%A1%D6%80%D5%B8%D6%82%D5%A9%D5%B5%D5%B8%D6%82%D5%B6-%D5%AC%D5%A1%D5%B9%D5%AB%D5%B6%D5%AB-%D5%B4%D5%AB%D5%BB%D5%A1%D5%B6%D6%81%D6%84%D5%AB-%D6%83%D5%A1%D5%AF%D5%B4%D5%A1%D5%B6-%D5%BE%D5%A5%D6%80%D5%A1%D5%A2%D5%A5%D6%80%D5%B5%D5%A1%D5%AC
1135b4f5800138142af63d1214f54deaebd2e29617d33b67d53179ad1630c233	Միսը ձեզի, ոսկորը ինծի:		https://slife.org/armenian-proverbs/
129d6d09590f034e6d4f6bbd2edcb83375828bc018af1fcd908b166424489e14	Մուկը ըսկի ինքը ծակը չի մտնում, հլը ցախավելն էլ կապել ա վոռից:		https://slife.org/armenian-proverbs/
12e806808f226bed8d8e0b06a8625cd29cc9fda27f5517b5dea7f3097d67ad00	Գելիի գլխին Ավետարան են կարդում, ասում է՝ շուտ արե՛ք, ոչխարը սարը անցավ:		https://slife.org/armenian-proverbs/
1347e587d0ba989e2dea37756f16ce3b1c1f211db78cd6ab5409a7176f73a277	Թեև դրանք մեկն են կամ երկուսը՝ շատ արագ պետք է այս գործընթացն ավարտել,։		https://www.president.am/hy/statements-and-messages/item/2017/12/09/President-Serzh-Sargsyans-speech-at-the-meeting-in-Dilijan/
17254bd3f03b0bda27c8738ac4617aec18a3bee018a3fb2d49d0af6fe67e4396	Նախատեսված է հնարավորություն փոփոխել դրանք այնպես ինչպես ցանկանում եք։ 		https://medium.com/@VeronicaMalka/տառատեսակի-լիցենզիա-5c1d0774e30d
1a7fb54e1c78f8c1bbde384a430aaf108e0469dac0d31291afbea9ab56120a27	ՔԱՅԼ ՅՈԹԵՐՈՐԴ: Դիմորդն ստանում է որոշումը		https://www.uscis.gov/
1d2b56c56b673020a3c98cc2405106c3a4a67d7eb72e0a1f96bc296bbbbf4b48	Վարչապետը հաջող ընթացք մաղթել համաժողովի աշխատանքներին:		https://www.primeminister.am/hy/statements-and-messages/item/2019/10/21/Nikol-Pashinyan-meeting/
20465518c1a7bf984e088b428136eb800650cedd8a218da55eb9649b45043875	Օրհնեալ է յառութիւնն Քրիստոսի		https://slife.org/armenian-proverbs/
22c07c4f08d9dc7017adcc13342bad6020dd2604d979e682357934f149cb8c7d	մասրապուրը պատրատվում է առանց կարագի կամ ձեթի, իսկ սա նշանակում է:		https://foody.am/blog/հին-հայկական-բաղադրատոմսեր%E2%80%A4-մասրապո%2F
250ccee3a49fc99c7b223e22e5390dec7cc8e640e5904678a6e4465e0f9db9b2	Տեսնես մարդ կա՞, որ վերջը կարողացել ա հասկանալ՝ ինչիյա այդ հեռավորության անունը սոցիալական։		https://www.civilnet.am/news/2020/04/19/%D4%BF%D5%B5%D5%A1%D5%B6%D6%84%D5%A8%D5%9D-%D5%A4%D5%AB%D5%AC%D5%AB%D5%BB%D5%A1%D5%B6%D5%B5%D5%A1%D5%B6-%D5%B4%D5%A5%D5%AF%D5%B8%D6%82%D5%BD%D5%A1%D6%81%D5%B8%D6%82%D5%B4%D5%AB%D6%81-%D5%B0%D5%A5%D5%BF%D5%B8/382271
256bdc2b8fd6c85ebf35782e3919aa1734ad647ee218f7d3aed9ff51af496fef	וויאזוי ציטיר איך		common voice
2663a739b2faa89a84332697cb866dd6dd8d9fe14ee312975dd92a309beaadf6	ԼՐԱՑՈՒՑԻՉ ԱՂԲՅՈՒՐՆԵՐ		https://www.uscis.gov/
2800be43705ae75961c3e5ba60f436c27af742981984873af03ced9fd7969b8b	Մեռանք գիժ քունելով՝ մի հատ խելոք ռաստ չեկավ:		https://slife.org/armenian-proverbs/
30976d271115fefa6f883a1bc9573643066accab295858ac9311eabb33c49f25	Իսկ դուք ի՞նչ մածեցիք։		https://www.civilnet.am/news/2020/04/29/%D5%94%D5%A1%D5%B2%D5%A1%D6%84%D5%A8-%D5%A1%D5%BA%D6%80%D5%B8%D6%82%D5%B4-%D5%A7-%D6%84%D5%A1%D5%B2%D5%A1%D6%84%D5%AB%D5%B6-%D5%A1%D5%BC%D5%A1%D5%B6%D5%B1%D5%B6%D5%A1%D5%BA%D5%A5%D5%BD-%D5%BA%D5%A5%D5%BF%D6%84-%D5%B9%D5%A5%D5%B6-%D5%B4%D5%A1%D6%80%D5%A4%D5%AB%D5%AF/383264
32135b4315dd3c7e52f563faf0eb8c55a782c7df8076bbe2ea5b584600ca1183	Ուղեցույցն այժմ հասանելի ոչ միայն տեքստային, այլ նաև աուդիո տարբերակով։ 		https://dra.am/hy/news/%D5%B0%D5%A1%D5%B7%D5%B4%D5%A1%D5%B6%D5%A4%D5%A1%D5%B4%D5%B8%D6%82%D5%A9%D5%B5%D5%B8%D6%82%D5%B6-%D5%B8%D6%82%D5%B6%D5%A5%D6%81%D5%B8%D5%B2-%D5%A1%D5%B6%D5%B1%D5%A1%D5%B6%D6%81-%D5%A2%D5%AA%D5%B7%D5%AF%D5%A1%D5%AF%D5%A1%D5%B6-%D6%85%D5%A3%D5%B6%D5%B8%D6%82%D5%A9%D5%B5%D5%A1%D5%B6-%D6%87-%D5%BD%D5%BA%D5%A1%D5%BD%D5%A1%D6%80%D5%AF%D5%B4%D5%A1%D5%B6-%D5%AF%D5%A1%D5%A6%D5%B4%D5%A1%D5%AF%D5%A5%D6%80%D5%BA%D5%B4%D5%A1%D5%B6-%D5%B8%D6%82%D5%B2%D5%A5%D6%81%D5%B8%D6%82%D5%B5%D6%81-5
3a560b22d50cbac03bbba020c8ea5bfaa50864a3bf47290a2da49acf563d9a73	Նւիրւած ձիու ատամները չեն հաշւի:		https://slife.org/armenian-proverbs/
3a63ace39af736f1d33482c7dcd5648840ab97315fb4e98e8da85d908eb76bc9	Սարը սարին չի հասնի, մարդը մարդուն՝ կը հասնի:		https://slife.org/armenian-proverbs/
3e22d98e36d28818b3e289e175a03489a34132f720be7bf4585a69f14c63f7c6	Առավոտն ահա՝ բացագանչեցի, Եվ թնդաց հոգիս. թեթև շնչեցի... Ցանկալի կյանքի նշան ակներև.—		https://hy.m.wikisource.org/wiki/%D4%B1%D5%BC%D5%A1%D5%BE%D5%B8%D5%BF_(1892)
