client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
3f3e0857c5ad3c71e381213caf5afcc9118caf90cad918b859764f7277d910c7da58a5ebbc76d59e9ce64d923700a283eac081dad5e79a34376e6c7db7aad1f8	common_voice_ba_25383488.mp3	0d6d60d30b2175281ab12611bdb11dac76e5dcee79f734dde7664dc9b79d78f5	— Иҫерек түгелме һуң?		1	2					ba	
a59e9543c4f26f093b5610ab7216bacf33cdfa7a52d5f414a830ed503f0ac58dfe7ae16fecede380f65bcf6d7ba98dd1917a2be469b22068553782450cd0f6da	common_voice_ba_25383523.mp3	087bdbf4d71b0939767c009ef420bf4a515d11a148c1a8d2b59d7d70f0a419b7	Тегеләй-былай һүҙ ҡушыр өсөн дә иң тәүҙә шикләнер, һинән шөрләр әле		1	2					ba	
32cf46dc54452b394f128f9e3bb7921394e35ba1b6629b52b4746ab57f8825f19b998606e31665a9bf4040fbba91bc330c5065e440ae48b34139c403a106308e	common_voice_ba_25383537.mp3	0a0d8366398107ed51a37e689e93490a2e3f5f40a67d14f3ad34ff211c2348f5	Мин берсә табипҡа, берсә милиционерға ҡарап алдым.		0	2					ba	
32cf46dc54452b394f128f9e3bb7921394e35ba1b6629b52b4746ab57f8825f19b998606e31665a9bf4040fbba91bc330c5065e440ae48b34139c403a106308e	common_voice_ba_25383559.mp3	0cd2e1c367a9cd47aa66b293d57a8f92007107d5a8e15a32e9214207ec64a32c	Бер аҙ шым торғандан һуң, йылмайырға тырышып беҙгә яуап бирҙе:		1	2					ba	
32cf46dc54452b394f128f9e3bb7921394e35ba1b6629b52b4746ab57f8825f19b998606e31665a9bf4040fbba91bc330c5065e440ae48b34139c403a106308e	common_voice_ba_25383563.mp3	0cb0e2d7c12d6328873db7ac625b3068709c4290d22895afbcf48c6d45ad4208	Был эшкә асыҡлыҡ кертәһе бар		0	2					ba	
32cf46dc54452b394f128f9e3bb7921394e35ba1b6629b52b4746ab57f8825f19b998606e31665a9bf4040fbba91bc330c5065e440ae48b34139c403a106308e	common_voice_ba_25383572.mp3	0e9926f43165f2ad4d08b7879812bcf8693c1348280d73127badd31e03686d8f	Хәҙер инде нгулция Һармаҡҡа ла аңлашыла		1	2					ba	
d224bf6b72abdea27eb31025a1b3b3f25e332efdf7f796f77dc15ccd94f24484040774e64c221a8e8b84cbecf922d36145f6f65d08ed245f4d2385f106ec0378	common_voice_ba_25383726.mp3	0a33f18c6f773f36ac8eb2f228dc4505dcca36b096d820c54a755580e8228014	Ошонда машинаһын ҡарап аласаҡ ул		1	2					ba	
3ebb68c69c0b0d94a64a1e28dccb2601b45df1d472981df03c5d75896fdc4b4161b40e55434a70a8ec8228c4956401d9937f4a663bb62c6e48d032e901f8e171	common_voice_ba_25383761.mp3	039240c2156dc91de841f4d6d793d47a0f9a05f10339dfd5e175e01b27cf82f8	Ҡурҡам, унан ҡурҡам!		0	2	fourties	male_masculine			ba	
3ebb68c69c0b0d94a64a1e28dccb2601b45df1d472981df03c5d75896fdc4b4161b40e55434a70a8ec8228c4956401d9937f4a663bb62c6e48d032e901f8e171	common_voice_ba_25383782.mp3	0ea0d99fb8809ac7fa274c0042d58759581c252a43c7fd0c1db93a24ae7152e0	Ҡайһы баланы ниндәй уҡыу йортона урынлаштырырға йыйынғаныбыҙҙы һорайҙар.		1	2	fourties	male_masculine			ba	
476d8e8ac216db4b71440032e92577ce3e4b6cfab77d5a63e4f742231c5f39cc9903ced1b244b4903212a94fc60f0fae11d52248914d43d77a7cd6f4437671b2	common_voice_ba_25383815.mp3	009576121c1afc62e41b0d502f7d2ea6f206d87521e0424f5c7896a9b5fd464c	Ғалим булараҡ та, кеше була раҡ та		0	2					ba	
476d8e8ac216db4b71440032e92577ce3e4b6cfab77d5a63e4f742231c5f39cc9903ced1b244b4903212a94fc60f0fae11d52248914d43d77a7cd6f4437671b2	common_voice_ba_25383818.mp3	04571c2bb0404486f2f44a16affcb01d83bfbdd2f245f16edb7cbd1e179417c8	Ни тиһәң дә, был мәшһүр профессор уны заманында бәләнән алып ҡалды		0	2					ba	
