client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
af73187438537bf78a33930717694a696d489072f8e334e9a21dd46fa09ae9c3040e4d44e97e8c2bea2bfda5d74e73063f486d36ca84f4bfc56b43a58bb9389b	common_voice_as_22074894.mp3	02cd1c96af1c7838ff6f5534e1f97fecf76caa60ecf50ecb0f3ec4a7acd98622	দেখিলে যে অসমীয়া মানুহৰ জ্ঞান-উন্নতি পিনে অলপাে মনকাণ নাই		2	0					as	
af73187438537bf78a33930717694a696d489072f8e334e9a21dd46fa09ae9c3040e4d44e97e8c2bea2bfda5d74e73063f486d36ca84f4bfc56b43a58bb9389b	common_voice_as_22074896.mp3	0a977e7c2c96e21f4b57e3ce0ea54a26fb49525e05c2e904c438d4252b5ea819	তেতিয়া বলো আৰু হৰই কথাটো ভালকৈ বুজি আহিবলৈ সূৰ্য্যক ধৰিলে, সূৰ্য্যও সন্মত হ'ল।		2	0					as	
af73187438537bf78a33930717694a696d489072f8e334e9a21dd46fa09ae9c3040e4d44e97e8c2bea2bfda5d74e73063f486d36ca84f4bfc56b43a58bb9389b	common_voice_as_22074928.mp3	0ae43cb5d82712a00be1d86695cbf7179d0c336468f30e749271c94610f60533	তাই বৰ যতনকৈ এজোপা ফুল-গছ ৰুইছিল।		2	0					as	
af73187438537bf78a33930717694a696d489072f8e334e9a21dd46fa09ae9c3040e4d44e97e8c2bea2bfda5d74e73063f486d36ca84f4bfc56b43a58bb9389b	common_voice_as_22074931.mp3	0256202305ef241af09344348798363062bb09263a4dd472af99cb87e3bbb2e8	দেশৰ মুনিহ, তিৰোতা, ডেকা, গাভৰু, আদহীয়া, বুঢ়া, ধনী, দুখীয়া সকলোৱেই আগবাঢ়িব লাগিব।		2	0					as	
af73187438537bf78a33930717694a696d489072f8e334e9a21dd46fa09ae9c3040e4d44e97e8c2bea2bfda5d74e73063f486d36ca84f4bfc56b43a58bb9389b	common_voice_as_22074935.mp3	16912ca3730d1498e4b4a34dadc1636fc1c476b41df6bdf1a6c2749f14f94cee	প্ৰায় তিনি মাহ মানৰ পিছৰ কথা।		2	0					as	
af73187438537bf78a33930717694a696d489072f8e334e9a21dd46fa09ae9c3040e4d44e97e8c2bea2bfda5d74e73063f486d36ca84f4bfc56b43a58bb9389b	common_voice_as_22074937.mp3	14a622f7cbfad5e82e5941ad30a38251cd46bca44d54c712ed7a56217d60fa03	ভাইও বোলোঁ মই ককাইও বোলো মই, গাঁৱৰে গৰখীয়া।		2	0					as	
af73187438537bf78a33930717694a696d489072f8e334e9a21dd46fa09ae9c3040e4d44e97e8c2bea2bfda5d74e73063f486d36ca84f4bfc56b43a58bb9389b	common_voice_as_22074939.mp3	05d05b7a21601ae853253bc8e654f484e2b7bf59a26f81204021960e25945051	তৎক্ষণাৎ দেওধায়ে মনতে কোচ খাই ক'লে।		2	0					as	
af73187438537bf78a33930717694a696d489072f8e334e9a21dd46fa09ae9c3040e4d44e97e8c2bea2bfda5d74e73063f486d36ca84f4bfc56b43a58bb9389b	common_voice_as_22074941.mp3	19b7b706f0ebcd618d3c1f0fe9b667750fd6c219074a13ab5d675fdbb318a522	জন্মাষ্টমি উপলক্ষে সেইদিনা দহী হান্দি চাবলৈ গৈছিলোঁ।		2	0					as	
af73187438537bf78a33930717694a696d489072f8e334e9a21dd46fa09ae9c3040e4d44e97e8c2bea2bfda5d74e73063f486d36ca84f4bfc56b43a58bb9389b	common_voice_as_22074942.mp3	03e50d49d2b42a8ea31e150d86b92c0895ebd588d444d30fe51696ae296fc5a3	ইয়াৰ ভিতৰত নৰায়ে কিমান যে কল্পনা কৰিছে তাৰ সীমা নাই।		2	0					as	
af73187438537bf78a33930717694a696d489072f8e334e9a21dd46fa09ae9c3040e4d44e97e8c2bea2bfda5d74e73063f486d36ca84f4bfc56b43a58bb9389b	common_voice_as_22074980.mp3	0b6b8086bc1c6876d5f775f0eb1c182e0aee9924d38fd1366c5455e618787b68	মানুহৰ মুখে মুখে এটা কথা বাগৰিছিল।		2	0					as	
af73187438537bf78a33930717694a696d489072f8e334e9a21dd46fa09ae9c3040e4d44e97e8c2bea2bfda5d74e73063f486d36ca84f4bfc56b43a58bb9389b	common_voice_as_22074985.mp3	1a7bb5f22196d3e035468f23a95a0990a52795955bb946f13e88aa088518f5c0	সদায় মাছ খাওঁতে খাওঁতে শিলটোৰ চাৰিওফাল মাছৰ কাঁইটেৰে ভৰি পৰিল।		2	0					as	
af73187438537bf78a33930717694a696d489072f8e334e9a21dd46fa09ae9c3040e4d44e97e8c2bea2bfda5d74e73063f486d36ca84f4bfc56b43a58bb9389b	common_voice_as_22074987.mp3	07caef069c43d44784ac764320681bfe01f22ec16017d6e9341d6cd6037be4f6	দৈত্যগুৰু শুক্ৰাচাৰ্য্য মদিৰা পানৰ প্ৰতি আসক্ত আছিল।		2	0					as	
af73187438537bf78a33930717694a696d489072f8e334e9a21dd46fa09ae9c3040e4d44e97e8c2bea2bfda5d74e73063f486d36ca84f4bfc56b43a58bb9389b	common_voice_as_22074989.mp3	1931bf81aa97c183e3c05522c90e53951b137fe57496d6bb028f0e281f78ee00	কোৱাৰ্টাৰটো বাহৰ জেউৰাৰে আবৰা।		2	0					as	
af73187438537bf78a33930717694a696d489072f8e334e9a21dd46fa09ae9c3040e4d44e97e8c2bea2bfda5d74e73063f486d36ca84f4bfc56b43a58bb9389b	common_voice_as_22074990.mp3	05837fea63a9f83a0d345a24a9d5493e2073f826d0112e9934d7437011486dc9	এই বিলাক কামত যদি তোমাৰ সময়ৰ সৰহ ভাগ দিয়া পিন্ধা কাপোৰ কেতিয়া ব'বা?		2	0					as	
af73187438537bf78a33930717694a696d489072f8e334e9a21dd46fa09ae9c3040e4d44e97e8c2bea2bfda5d74e73063f486d36ca84f4bfc56b43a58bb9389b	common_voice_as_22075080.mp3	1733f22151591ccfd3d31a6c9606ad62af847c8a92477e1e15b3cd6a70b21c09	নেৰিম কলেজখন জয়ানগৰ, চাৰিআলিত আছে।		2	0					as	
af73187438537bf78a33930717694a696d489072f8e334e9a21dd46fa09ae9c3040e4d44e97e8c2bea2bfda5d74e73063f486d36ca84f4bfc56b43a58bb9389b	common_voice_as_22075084.mp3	1a8c3813d22f6df04e51f6caf5c1aee5d476077c2a5d84bd6b09048e3ebb3483	অন্য স্থানীয় ভাষা, যেনে- বড়ো, কাৰ্বি আদিত নিৰ্মিত চলচ্চিত্ৰও ইয়াৰ অন্তৰ্গত।		2	0					as	
af73187438537bf78a33930717694a696d489072f8e334e9a21dd46fa09ae9c3040e4d44e97e8c2bea2bfda5d74e73063f486d36ca84f4bfc56b43a58bb9389b	common_voice_as_22075087.mp3	1986c85bad096e57565c032d709d1e516ce57203f7b27baa828f77e9df547ab2	নাভাগিলেও এতিয়া পলাই গ'লে কোনেও দোষ দিব নোৱাৰে।		2	0					as	
