client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
6dcaa3b26fd76f60615819e1608645c2f10a2de9fe6cd5dfde466eb53fe1c6f67398fb3177a78bc3b06802b2532fbad17a956a99bb1dab362dc46d915f7b2878	common_voice_as_21275737.mp3	100d6accc8818aea1be0f20acf7cedd72a40ebac332592c768a5882f4ab838f1	লৰৰ কোবত চোৰটো বাঘৰ পিঠিত আৰু ৰব নোৱাৰি বাগৰি মাটিত পৰিল।		0	2	twenties	male_masculine			as	
6dcaa3b26fd76f60615819e1608645c2f10a2de9fe6cd5dfde466eb53fe1c6f67398fb3177a78bc3b06802b2532fbad17a956a99bb1dab362dc46d915f7b2878	common_voice_as_21275738.mp3	0ef218cbcabde960937b415f522e766b0c4a68d55401c5fd3472fb1edaaf6aed	ৰশ্মি পাছলকাৰে বেটুপাতৰ আৰ্হি প্ৰস্তুত কৰে।		0	2	twenties	male_masculine			as	
6dcaa3b26fd76f60615819e1608645c2f10a2de9fe6cd5dfde466eb53fe1c6f67398fb3177a78bc3b06802b2532fbad17a956a99bb1dab362dc46d915f7b2878	common_voice_as_21275739.mp3	0fa2326c4adbd3a2ff8efe47c57e09c2165c980b4c6b1c30035937b96d643fb8	এইখিনি সময়ত অফিচৰ মানুহ প্ৰায়খিনি ওছৰৰে ঘোষ ডায়েৰিলৈ যায়।		0	2	twenties	male_masculine			as	
6dcaa3b26fd76f60615819e1608645c2f10a2de9fe6cd5dfde466eb53fe1c6f67398fb3177a78bc3b06802b2532fbad17a956a99bb1dab362dc46d915f7b2878	common_voice_as_21275740.mp3	1342828ae24612f99e71a9c2138b44014106566673dde81d31dbf9f41d6dfb79	ওদালগুৰি অসমৰ বড়োলেণ্ড ক্ষেত্ৰীয় পৰিষদৰ এখন চহৰ।		0	2	twenties	male_masculine			as	
6dcaa3b26fd76f60615819e1608645c2f10a2de9fe6cd5dfde466eb53fe1c6f67398fb3177a78bc3b06802b2532fbad17a956a99bb1dab362dc46d915f7b2878	common_voice_as_21275741.mp3	1758b69ff90c11ab8cdd174609980373a269a9ae9c7ea980a20e4b2581c64cec	আগেয়ে এজনে এজনক আগত থাকে মানে মনত ৰাখিছিল।		0	2	twenties	male_masculine			as	
6dcaa3b26fd76f60615819e1608645c2f10a2de9fe6cd5dfde466eb53fe1c6f67398fb3177a78bc3b06802b2532fbad17a956a99bb1dab362dc46d915f7b2878	common_voice_as_21275747.mp3	077ed4aaa1f4d19189fe14f098f7a1c03340877ae4f14ccf3e71c7db7e9504a6	পীতাম্বৰ সেই দিনা আৰু দুবাৰ মূৰ্ছা গৈছিল।		0	2	twenties	male_masculine			as	
6dcaa3b26fd76f60615819e1608645c2f10a2de9fe6cd5dfde466eb53fe1c6f67398fb3177a78bc3b06802b2532fbad17a956a99bb1dab362dc46d915f7b2878	common_voice_as_21275748.mp3	0227b1e294edebdff0c081175591af4800a4bf4091a2cf84df7426c3b767fc50	ঈশ্বৰৰ কাম বুলিহে এনে কাম আমি কৰোঁ।		0	2	twenties	male_masculine			as	
6dcaa3b26fd76f60615819e1608645c2f10a2de9fe6cd5dfde466eb53fe1c6f67398fb3177a78bc3b06802b2532fbad17a956a99bb1dab362dc46d915f7b2878	common_voice_as_21275749.mp3	17e0873559508af94ce1674843babff8c170b51502d6b389b6c4f9849268ec75	আকৌ ঢোল-খোল বাজিলত ডেকা-গাভৰুবিলাকে নাচিব ধৰিলে।		0	2	twenties	male_masculine			as	
6dcaa3b26fd76f60615819e1608645c2f10a2de9fe6cd5dfde466eb53fe1c6f67398fb3177a78bc3b06802b2532fbad17a956a99bb1dab362dc46d915f7b2878	common_voice_as_21275750.mp3	10161063b6e656863e5e9fb414627f1c8d97cd9a98f6efd8d4ed8193ce4f21e9	সেই কাৰণে আপোনাৰ পৰা এটি উপদেশ লৈ ঘৰমুৱা হম		0	2	twenties	male_masculine			as	
6dcaa3b26fd76f60615819e1608645c2f10a2de9fe6cd5dfde466eb53fe1c6f67398fb3177a78bc3b06802b2532fbad17a956a99bb1dab362dc46d915f7b2878	common_voice_as_21275751.mp3	11f2b4fee8cfe35ac26b8e8ecddab37ab82a6a6d8329f2099dae24cd21b4f2ee	জংকি মোৰ এনেয়ে মনত বেজাৰ, তাতে তই দুখ দিবলৈ কেলেই আহিলি?		0	2	twenties	male_masculine			as	
6dcaa3b26fd76f60615819e1608645c2f10a2de9fe6cd5dfde466eb53fe1c6f67398fb3177a78bc3b06802b2532fbad17a956a99bb1dab362dc46d915f7b2878	common_voice_as_21275752.mp3	0b7c8fc7a35d1c832a411f0191eaccb29a3ff49a198457385e2480839d394698	আৰু লগে লগে তেওঁৰ উপসৰ্গ আৰু প্ৰত্যয় সকলোবোৰ যায়।		0	2	twenties	male_masculine			as	
6dcaa3b26fd76f60615819e1608645c2f10a2de9fe6cd5dfde466eb53fe1c6f67398fb3177a78bc3b06802b2532fbad17a956a99bb1dab362dc46d915f7b2878	common_voice_as_21275753.mp3	197069cb60aed72b3b1d705b4ae998849113e036bc9fba73ac62e782f33e94a0	সিয়েই মাৰিছে বুলি পুলিচে এতিয়াও গম ধৰিব পৰা নাই।		0	2	twenties	male_masculine			as	
6dcaa3b26fd76f60615819e1608645c2f10a2de9fe6cd5dfde466eb53fe1c6f67398fb3177a78bc3b06802b2532fbad17a956a99bb1dab362dc46d915f7b2878	common_voice_as_21275754.mp3	13cb049932de71aee2b415113a81743b68d617a1c545d30f43a6997a308adf95	বেৰত কাঠৰ হাকোটা দুটা আছে।		0	2	twenties	male_masculine			as	
6dcaa3b26fd76f60615819e1608645c2f10a2de9fe6cd5dfde466eb53fe1c6f67398fb3177a78bc3b06802b2532fbad17a956a99bb1dab362dc46d915f7b2878	common_voice_as_21275755.mp3	17517c3e301c5e7a92be57ca95d4ca848a97af6f03fcebb4feffd0e07fdcdef1	কিন্তু তেওঁবিলাকৰ ভাল পোৱা স্বাৰ্থশূন্য।		0	2	twenties	male_masculine			as	
