sentence_id	sentence	sentence_domain	source	is_used	clips_count
0000155b5925fc5c5deae9a8f60eab9807aaad15eb755b014af65984aa917a63	Madiba het met sy nederigheid en menslikheid versoening 'n huishoudelike begrip gemaak.		*.gov.za	1	0
0005d837170cbbbe904e4f7dfa862ea56cbc167e8ce41bc308a972965f918ed3	Hoe sal hierdie vermindering die lesings op die voltmeter en ammeter beïnvloed?		*.gov.za	1	0
00078d5bd6f49d7f38f1bec1d3271cebf4cef0da2167314cccc470e5dce5ee64	Inwoners word gevra om alle probleme by die kliëntedienssentrum aan te meld.		*.gov.za	1	0
001cdd23f3b8cb3e1d6a10423f382051fb33ba3a13c7f056fe42bf49c353b370	In hierdie afdeling gaan ons die basiese konsepte betrokke by chemiese ewewig hersien.		*.gov.za	1	0
001e198747d83167e4761161152f37141a82de4d8c2145b8b04db5967573982c	Hierdie maatskappy verskaf grondstowwe aan vervaardigers van huishoudelike toestelle.		*.gov.za	1	0
0025f4c7f34ac164027778d59939d1458ec7379d7886f6237b9ea75f58d53cc3	Identifiseer en bespreek die faktore wat aanbod van arbeid in Suid-Afrika beïnvloed.		*.gov.za	1	0
004081e783d46cf262a8753235c9321e39d43f626b6f18c91c9ad00b7576e7c5	Dui die tipe plaaswerker aan wat die indiensnemingskontrak hierbo onderteken het.		*.gov.za	1	0
00470ba2008cc0bcd95b8b6f6e1b481891de419b66affdbb9a2afe7787675cb3	Oorstromings in die Provinsie en die nood waarin mense hulle as gevolg daarvan bevind.		*.gov.za	1	0
004af31d4f2a406b9cdad52caad641b24d0162168f82ebcda2e6b9e33524024a	Sinskonstruksie en paragrafering mag foute bevat, maar opstel maak nog sin.		*.gov.za	1	0
00524885184c74bed9b4a14f732497cbf15f16161458826ee94bbb2969f8e8f9	Sy het die ronde formaat wat tydens die Renaissance tydperk gewild was, gebruik.		*.gov.za	1	0
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.		*.gov.za	1	0
0058f6a12237049a74c20afe890aa6059fd48a755ce9ca4a9692febd02a2ce58	Verduidelik kortliks die meganismes van hittebeheer in hierdie toe struktuur.		*.gov.za	1	0
0060a910252aa8bc8a5d86937102062a676ff4b2154a3d0db8fb484ca56b53eb	Hierdie leeruitkoms is dieselfde in die Tegnologie- en die Natuurwetenskappe-leerarea.		*.gov.za	1	0
0067874f5f3fac716be93db387e1fe2138dd746d7ed9b3716c83393092054b39	Dit is 'n versameling plante wat natuurlik in die omgewing van Mosselbaai voorkom.		*.gov.za	1	0
006a4d915aa368dbd8a7351fc2ba1e98fa9233808f94a45c178d9117cfb23ea6	Indien meer as twee voorbeelde ingesluit word, sien slegs die eerste twee na.		*.gov.za	1	0
006faa8fc25b5916f59c7c2c73f997ed3c2591c8ec924f0c093dce17bd482a5a	Aanneemouers kan elk drie dae gesinsverantwoordelikheid verlof met die aanneming van 'n kind eis.		*.gov.za	1	0
00822fdbccfd3f74876b0aa5f9f1b09eb715a60302440631d1371459cdb20549	Wat vervoer aanbetref is opgraderings by al die vernaamste lughawens voltooi.		*.gov.za	1	0
0082f7bbdc9c021d99e9ffe0d47c78a04cfcb41224b28e61592e14544121f9cd	Vul nou woorde in wat die teenoorgestelde van die vetgedrukte woorde beteken.		*.gov.za	1	0
008f6b83f6b886e6307d30fc09f0fcf8f241ae874e47294096c8ad9109a3d56e	Aanbied van inligting oor jou eie persoonlike reis om praktiese vaardighede te ontwikkel.		*.gov.za	1	0
00961b43a668801836d596757dd7c3bd3e2fa4d2ba51f26023f49ea571ef9f0e	Gebruik net skoon huishoudelike gebruiksartikels en moenie drankies deel nie.		*.gov.za	1	0
0098a61d8f1ddf4c3496606725f8a9e8373f01701b97a19c3290aae16a350f6b	Die mate waartoe 'n besigheid kwessies soos menseregte, inklusiwiteit en omgewingskwessies aanpak.		sentence-collector	1	0
009fef48dd3f9a77c3afecfef5c69f43fe2b96959f666a8b6694302e17f1db93	Beheerliggaamlede hoef nie deskundiges te wees oor alles waarmee hulle te doen kry nie.		*.gov.za	1	0
00a89862a3cae0261da9d0534961302eb1f0237552fa4c6b597632b4536de66f	Ek het verlede jaar programme vir die herlewing van die landbou aangekondig.		*.gov.za	1	0
00a8dfc191ac61456c8842880e9487154043847e0c09ffc91d29683d0701352f	Hierdie aktiwiteit bied die ideale geleentheid om jou leerders te leer van hierdie toestelle.		*.gov.za	1	0
00b7a515ec25ffb076964b3a689b0e5bacbc3ac4b5d86ad6fa8d7de96e341be9	Dit word gedoen om te verseker dat take regverdig, geldig en betroubaar is.		*.gov.za	1	0
00bca5f24f890d51e8d60734bb074044b08b161bd04000e20f8c77e635e068a2	Dat alle wetlike aspekte noukeurig nagegaan word voor die ondertekening van die ooreenkoms.		*.gov.za	1	0
