client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
ed33a5c3412df14eaae82f303df10348c46b7c48314066c36d9737ae67ce2b726e216d18808b38404ccd8d9972d8e819b1f93a71f198e29cb70c87d8d08d2bc7	common_voice_af_42716219.mp3	00f183760ab4fd8f8fb2a4693ae58249d23b0c2f05f033f50af72f09bc32636b	Petisies aan die Parlement is veronderstel om die ondersteuning van 'n Parlementslid te hê.		0	0					af	
ed33a5c3412df14eaae82f303df10348c46b7c48314066c36d9737ae67ce2b726e216d18808b38404ccd8d9972d8e819b1f93a71f198e29cb70c87d8d08d2bc7	common_voice_af_42716220.mp3	1f9539307d1dcfac46302db6a7ae056a73ece5b65bf327883f73f8bc688f0e6e	Koördinasie regoor die ekostelsel sal vennootskappe en integrasie in die ekostelsel verbeter.		0	0					af	
ed33a5c3412df14eaae82f303df10348c46b7c48314066c36d9737ae67ce2b726e216d18808b38404ccd8d9972d8e819b1f93a71f198e29cb70c87d8d08d2bc7	common_voice_af_42716221.mp3	0d3aef64b4b65e62db7b0d28b394533ec5812ceb985b796532687a2782711654	Getal persone met gestremdhede wat toegang tot dienste in befondsde beskermde werkswinkels verkry.		0	0					af	
ed33a5c3412df14eaae82f303df10348c46b7c48314066c36d9737ae67ce2b726e216d18808b38404ccd8d9972d8e819b1f93a71f198e29cb70c87d8d08d2bc7	common_voice_af_42716222.mp3	2ff0538e1cffb081424869ac5e8edb6ed69805ada5a64b44e126e31188787fdb	Bestuursvlakke, redaksies en algemene personeel is nog steeds nie voldoende verteenwoordigend nie.		0	0					af	
ed33a5c3412df14eaae82f303df10348c46b7c48314066c36d9737ae67ce2b726e216d18808b38404ccd8d9972d8e819b1f93a71f198e29cb70c87d8d08d2bc7	common_voice_af_42716223.mp3	1d4d515d9deb6e1647f9003608c53430ea94694981902a4347191b38db4fb471	Hulle het twee kinders		0	0					af	
cb86934f707f684716c9c313c7227d96da4dc95287c008fc3f0353e9c77b08e0e8925901fcb0e27f7d3a3ff6e38dd2d7bad6efe3ef20797863c7c892eb2332d8	common_voice_af_42733704.mp3	0b04fb6283e8553d840c56a85dd71cf740611e58a545ec8ec0a73db10e928e28	En as ons nog abuis het, dan gryp hy die lam uit ons hande.		0	0	fourties	female_feminine			af	
cb86934f707f684716c9c313c7227d96da4dc95287c008fc3f0353e9c77b08e0e8925901fcb0e27f7d3a3ff6e38dd2d7bad6efe3ef20797863c7c892eb2332d8	common_voice_af_42733705.mp3	342b77ce7898dfa1036fc94213b0e8518462038611ed2c359e7d2e2eb79e62df	Onderskrywings van professionele en gemeenskapsorganisasies kan ook as getuienis ingesluit word.		0	0	fourties	female_feminine			af	
cb86934f707f684716c9c313c7227d96da4dc95287c008fc3f0353e9c77b08e0e8925901fcb0e27f7d3a3ff6e38dd2d7bad6efe3ef20797863c7c892eb2332d8	common_voice_af_42733706.mp3	39d81100be166e72c1046ddb442a100f1fe47ef6946a972c71c4b00234608dc4	Wanneer gereed vir gebruik, word die totale opgelope betalings in 'n bateregister aangeteken.		0	0	fourties	female_feminine			af	
cb86934f707f684716c9c313c7227d96da4dc95287c008fc3f0353e9c77b08e0e8925901fcb0e27f7d3a3ff6e38dd2d7bad6efe3ef20797863c7c892eb2332d8	common_voice_af_42733707.mp3	44478a701d765fc21fe2988a50dd4817921268a86f0d645b8ba70257a346242e	Dié dokument omskryf die regte en verantwoordelikhede van pasiënte wat gesondheidsorg betref.		0	0	fourties	female_feminine			af	
cb86934f707f684716c9c313c7227d96da4dc95287c008fc3f0353e9c77b08e0e8925901fcb0e27f7d3a3ff6e38dd2d7bad6efe3ef20797863c7c892eb2332d8	common_voice_af_42733708.mp3	1e87a5ddeb4a6f7a56143ed800a764d40261cf343d047b20dfdcb398a52423b0	Die befondsing van sportfederasies en belangrike kulturele organisasies is dus van kritiese belang.		0	0	fourties	female_feminine			af	
cb86934f707f684716c9c313c7227d96da4dc95287c008fc3f0353e9c77b08e0e8925901fcb0e27f7d3a3ff6e38dd2d7bad6efe3ef20797863c7c892eb2332d8	common_voice_af_42733724.mp3	3f47944cce2c38d1389288fdee53a89bc11037381951e6bce383ebf1429e8812	Alle aanstellings is onderhewig aan die verifikasie van kwalifikasie en die toepaslike uitklaring.		0	0	fourties	female_feminine			af	
cb86934f707f684716c9c313c7227d96da4dc95287c008fc3f0353e9c77b08e0e8925901fcb0e27f7d3a3ff6e38dd2d7bad6efe3ef20797863c7c892eb2332d8	common_voice_af_42733725.mp3	34088cbf0492c147af86cfcea09fed82bbf65d9a133042a9f5de22e009f59ca9	Ons moet wys dat beleggingsvriendelike beleid werklike en beter geleenthede vir werkloses bied.		0	0	fourties	female_feminine			af	
cb86934f707f684716c9c313c7227d96da4dc95287c008fc3f0353e9c77b08e0e8925901fcb0e27f7d3a3ff6e38dd2d7bad6efe3ef20797863c7c892eb2332d8	common_voice_af_42733726.mp3	00c6fbcb7d1bba15879f3ef0b599f5aa222332dac92af9b814b8f7ab047af3f2	Tydens die besoek het hulle basiese veiligheid met ambulanse van naderby te bekyk.		0	0	fourties	female_feminine			af	
cb86934f707f684716c9c313c7227d96da4dc95287c008fc3f0353e9c77b08e0e8925901fcb0e27f7d3a3ff6e38dd2d7bad6efe3ef20797863c7c892eb2332d8	common_voice_af_42733727.mp3	448b4fc2e9e6d8a90409ae83fb68137607fdf70703902cc057245eed667d1ffe	Bestudeer die gebied aangedui as Augrabieswaterval Nasionale Park op die topografiese kaart.		0	0	fourties	female_feminine			af	
