client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40667858.mp3	02197006f15ccddf807b77c1201cf0b4a0f13aa9277b4f0492eefc05b0ef7130	Bu dövrdə parlamentə seçkilərin dəqiq vaxtı yox idi.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40667936.mp3	02380aa88837590911b701b8d089a18a66828d1a1919aa20ee063d3ebf04701a	Həmçinin nəqliyyat daşımaları da onun əlindədir.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40667938.mp3	002e52426cd888475144450706adfd58b7dd4cb09ad7ed46f247ba1a8cd88dfa	Likiya "İşıq ölkəsi" mənasını verir.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40668226.mp3	01e9b2ef91a7ac1563e30f2180393b1ad67f7f241c74996488537ceeabb06325	Nobel qardaşlarının Azərbaycanda geniş fəaliyyəti olmuşdur.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40668229.mp3	0098c5705df70dcc2f5207123ae4c212971a54c60c37067437df4b84b44cd096	Abidə tunc dövrünə aid edilir.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40668243.mp3	00090c1db0f1c1bd2192b2d0d908930278caa783929846a63bc0dfba27c7491d	Adətən mütləq dərinliyinə görə ayrılır.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40668441.mp3	01fb7693a2c27f0585dfcacce46d2043933eda666bbab4321256122e23ceaaea	Əslən Xızı rayonundan idi.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40668472.mp3	00c06ece5624c2caf1458971c638e40c404bd8f66c31a8798074c20a1e1eaf6d	Yumurta sonradan əlavə edilmişdir.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40668477.mp3	01166477467bb860e956bf344e781347b1f8c3e6283dc07289d7992fbe597669	Stadionun dizaynı Toyota şəhərindəki Toyota Stadionunun inkişaf etdirilmiş versiyası idi.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40668501.mp3	01f36ee10cc8c99b8484ef7598dde2abcbb0ff39b2f5c8ac4df1abccabf0e69b	Parkın ərazisində sahəsi üç hektar olan süni göl və şəlalə yaradılıb.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40668529.mp3	0003e24ef99f314bf1c3e5fd5294c8faa654f9929adc588d405186455c3dabb0	Küləyin sürəti və istiqaməti daima dəyişir.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40668549.mp3	00cd57f6d713b674e19dc3ccb738cc53a7b8085cfdfb454ff1316569d53aa6a9	İkinci yürüşdə Şuşa qalasını ələ keçirməyə nail oldu.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40679306.mp3	01ce35729cf938cfa07d2a2e4e8a84b9459903550eef32d31d8fb3221f0635d1	İbtidai təhsilini mollaxanada almışdır.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40679337.mp3	00a43d461ea3b656352fff38d514ba910f344a3044def47a735f20db7d149c07	İlk növbədə asanlıqla yuxuya getməyə kömək edir.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40679347.mp3	02377160d079e7440d2d6fb940a270d63ba7ea32869eddd32afed88dae4abe2c	İqtisadiyyatda Sinqapur kapitalı üstünlük təşkil edir.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40679348.mp3	0001d3b35c814d7f4e3af4dc020d745da7e7a86d77a5cb2b61f74219849dfa4c	Üzvlər işlərini tamamilə müstəqil şəkildə aparırlar.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40679360.mp3	01757b5edccc702e945003b5d227bd7b6409a2ae4e9e73f879377624cd547f1e	Həzm sisteminə açılan bir ağıza sahibdirlər.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40679361.mp3	001ffd2e3c192c0297c021bbca9b740527e2b3ff48032728264a31bb94a6f810	Daşkənd Dövlət Aqrar Universitetini və Moskvada Diplomatiya Akademiyasını bitirib.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40679386.mp3	01bc1b583039cc28f2f204639d9e86812b9b47136b3d141e7d7f9638ee70a883	Bəhreynin görməli yerlərindən sayılır.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40679425.mp3	025b8ced3456bbb37d3a79c5b3cad206fd134c2e37cea85dec0b770310c7b589	Sonradan onun cənazəsi adsız bir adada tapılır.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40679478.mp3	005434f3532dc401ae05268f91a2421e9bc8f76351f5a106955ecf0d5492f6db	Rüstəm özü də gürcü şahzadəsi idi.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40679490.mp3	02706c0fea7bfa9affa31c96d706de5a77b9e3488477ce0ef1947fde049243a8	Meşə və kolluqlarda rast gəlinir.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40679491.mp3	0253a7632a66bbe623ced6d09d2fee636a17471482e0f8b4e64004545963c428	Yeni Azərbaycan Partiyası Pirallahı Rayon Təşkilatı İdarə Heyətinin üzvüdür.		2	0	thirties				az	
